Iteration 1: c = ), s = , state = 0
Iteration 671: c = {, s = testse, state = 9
Iteration 672: c = {, s = ssrrre, state = 9
Iteration 673: c = ], s = t, state = 9
Iteration 674: c = a, s = , state = 9
Iteration 675: c = x, s = e, state = 9
Iteration 676: c = [, s = rs, state = 9
Iteration 677: c =  , s = r, state = 9
Iteration 678: c =  , s = , state = 9
Iteration 679: c = ), s = tseet, state = 9
Iteration 680: c = (, s = tts, state = 9
Iteration 681: c = [, s = e, state = 9
Iteration 682: c = (, s = s, state = 9
Iteration 683: c = [, s = ssreee, state = 9
Iteration 684: c = a, s = trts, state = 9
Iteration 685: c = (, s = tssrts, state = 9
Iteration 686: c = ), s = t, state = 9
Iteration 687: c = ], s = tseet, state = 9
Iteration 688: c = }, s = t, state = 9
Iteration 689: c = (, s = stsrre, state = 9
Iteration 690: c = ), s = ts, state = 9
Iteration 691: c =  , s = rts, state = 9
Iteration 692: c = [, s = ss, state = 9
Iteration 693: c = a, s = ttsrst, state = 9
Iteration 694: c = (, s = steret, state = 9
Iteration 695: c = ], s = r, state = 9
Iteration 696: c = {, s = t, state = 9
Iteration 697: c = a, s = t, state = 9
Iteration 698: c = }, s = t, state = 9
Iteration 699: c = ), s = tt, state = 9
Iteration 700: c = a, s = tr, state = 9
Iteration 701: c =  , s = erss, state = 9
Iteration 702: c = ), s = eeet, state = 9
Iteration 703: c = {, s = eerrrs, state = 9
Iteration 704: c = }, s = setert, state = 9
Iteration 705: c = a, s = tssre, state = 9
Iteration 706: c = ], s = tsrrre, state = 9
Iteration 707: c = [, s = ste, state = 9
Iteration 708: c = x, s = ete, state = 9
Iteration 709: c = ), s = t, state = 9
Iteration 710: c = a, s = rttr, state = 9
Iteration 711: c = ], s = sttt, state = 9
Iteration 712: c = ), s = terrtr, state = 9
Iteration 713: c =  , s = , state = 9
Iteration 714: c = }, s = tr, state = 9
Iteration 715: c = {, s = , state = 9
Iteration 716: c = (, s = tse, state = 9
Iteration 717: c =  , s = e, state = 9
Iteration 718: c = a, s = t, state = 9
Iteration 719: c = (, s = , state = 9
Iteration 720: c = ), s = rer, state = 9
Iteration 721: c = {, s = t, state = 9
Iteration 722: c = (, s = e, state = 9
Iteration 723: c = a, s = , state = 9
Iteration 724: c = a, s = ttr, state = 9
Iteration 725: c = ], s = , state = 9
Iteration 726: c =  , s = erre, state = 9
Iteration 727: c = }, s = , state = 9
Iteration 728: c = x, s = sesere, state = 9
Iteration 729: c = ], s = rrs, state = 9
Iteration 730: c = [, s = tsets, state = 9
Iteration 731: c = }, s = eee, state = 9
Iteration 732: c = ), s = es, state = 9
Iteration 733: c = a, s = , state = 9
Iteration 734: c = (, s = , state = 9
Iteration 735: c = (, s = rtrrss, state = 9
Iteration 736: c = a, s = rets, state = 9
Iteration 737: c = a, s = e, state = 9
Iteration 738: c = [, s = treses, state = 9
Iteration 739: c = }, s = s, state = 9
Iteration 740: c = a, s = rtrtrt, state = 9
Iteration 741: c =  , s = trerrt, state = 9
Iteration 742: c = a, s = etet, state = 9
Iteration 743: c = [, s = t, state = 9
Iteration 744: c = (, s = , state = 9
Iteration 745: c =  , s = et, state = 9
Iteration 746: c = }, s = , state = 9
Iteration 747: c = }, s = r, state = 9
Iteration 748: c = [, s = , state = 9
Iteration 749: c = a, s = , state = 9
Iteration 750: c = {, s = reet, state = 9
Iteration 751: c = ), s = rrrr, state = 9
Iteration 752: c = {, s = rseses, state = 9
Iteration 753: c = }, s = stsrer, state = 9
Iteration 754: c = }, s = ssre, state = 9
Iteration 755: c = {, s = rs, state = 9
Iteration 756: c = x, s = et, state = 9
Iteration 757: c = (, s = , state = 9
Iteration 758: c = {, s = tser, state = 9
Iteration 759: c = a, s = eessst, state = 9
Iteration 760: c = a, s = rseert, state = 9
Iteration 761: c = [, s = ss, state = 9
Iteration 762: c = a, s = tt, state = 9
Iteration 763: c = ), s = rtssr, state = 9
Iteration 764: c =  , s = tstt, state = 9
Iteration 765: c =  , s = r, state = 9
Iteration 766: c = [, s = rs, state = 9
Iteration 767: c = x, s = te, state = 9
Iteration 768: c =  , s = ettt, state = 9
Iteration 769: c = [, s = rter, state = 9
Iteration 770: c = [, s = sret, state = 9
Iteration 771: c = ], s = esrr, state = 9
Iteration 772: c = x, s = t, state = 9
Iteration 773: c = {, s = e, state = 9
Iteration 774: c = }, s = rrsstt, state = 9
Iteration 775: c = ], s = stt, state = 9
Iteration 776: c = [, s = , state = 9
Iteration 777: c = a, s = , state = 9
Iteration 778: c = a, s = eeters, state = 9
Iteration 779: c = a, s = te, state = 9
Iteration 780: c = ), s = tt, state = 9
Iteration 781: c = x, s = , state = 9
Iteration 782: c = }, s = sse, state = 9
Iteration 783: c = ), s = ses, state = 9
Iteration 784: c = [, s = eerrts, state = 9
Iteration 785: c = [, s = se, state = 9
Iteration 786: c = ], s = rsts, state = 9
Iteration 787: c = ], s = s, state = 9
Iteration 788: c = }, s = , state = 9
Iteration 789: c = a, s = , state = 9
Iteration 790: c = ), s = re, state = 9
Iteration 791: c = ], s = rrtsr, state = 9
Iteration 792: c = x, s = ere, state = 9
Iteration 793: c =  , s = r, state = 9
Iteration 794: c = [, s = eresre, state = 9
Iteration 795: c = }, s = sert, state = 9
Iteration 796: c = {, s = , state = 9
Iteration 797: c = ], s = erre, state = 9
Iteration 798: c = {, s = , state = 9
Iteration 799: c = (, s = e, state = 9
Iteration 800: c = x, s = e, state = 9
Iteration 801: c = ], s = , state = 9
Iteration 802: c = x, s = , state = 9
Iteration 803: c = ], s = rressr, state = 9
Iteration 804: c =  , s = rt, state = 9
Iteration 805: c = a, s = t, state = 9
Iteration 806: c =  , s = terets, state = 9
Iteration 807: c = (, s = , state = 9
Iteration 808: c = a, s = ersstr, state = 9
Iteration 809: c = a, s = rtt, state = 9
Iteration 810: c = [, s = ersees, state = 9
Iteration 811: c = ), s = trrt, state = 9
Iteration 812: c = x, s = tt, state = 9
Iteration 813: c = x, s = s, state = 9
Iteration 814: c = x, s = trses, state = 9
Iteration 815: c = {, s = ses, state = 9
Iteration 816: c = {, s = ts, state = 9
Iteration 817: c = a, s = t, state = 9
Iteration 818: c = [, s = srssrt, state = 9
Iteration 819: c = ), s = e, state = 9
Iteration 820: c = x, s = t, state = 9
Iteration 821: c = (, s = r, state = 9
Iteration 822: c =  , s = ere, state = 9
Iteration 823: c = a, s = e, state = 9
Iteration 824: c = {, s = rsrtte, state = 9
Iteration 825: c = ], s = eterst, state = 9
Iteration 826: c = a, s = ses, state = 9
Iteration 827: c = x, s = sssste, state = 9
Iteration 828: c = ), s = rettst, state = 9
Iteration 829: c = [, s = , state = 9
Iteration 830: c = }, s = tssr, state = 9
Iteration 831: c = {, s = r, state = 9
Iteration 832: c = [, s = , state = 9
Iteration 833: c = ), s = srstee, state = 9
Iteration 834: c =  , s = erets, state = 9
Iteration 835: c = (, s = e, state = 9
Iteration 836: c =  , s = strste, state = 9
Iteration 837: c = (, s = tsseet, state = 9
Iteration 838: c = a, s = et, state = 9
Iteration 839: c = }, s = e, state = 9
Iteration 840: c = [, s = , state = 9
Iteration 841: c = }, s = trsse, state = 9
Iteration 842: c =  , s = e, state = 9
Iteration 843: c = (, s = e, state = 9
Iteration 844: c =  , s = eerrst, state = 9
Iteration 845: c = {, s = sstssr, state = 9
Iteration 846: c = }, s = tr, state = 9
Iteration 847: c = ], s = , state = 9
Iteration 848: c = (, s = etsere, state = 9
Iteration 849: c = (, s = sts, state = 9
Iteration 850: c = }, s = tse, state = 9
Iteration 851: c =  , s = , state = 9
Iteration 852: c = x, s = s, state = 9
Iteration 853: c = a, s = etr, state = 9
Iteration 854: c = ), s = rt, state = 9
Iteration 855: c = a, s = sttr, state = 9
Iteration 856: c = }, s = rtesss, state = 9
Iteration 857: c = x, s = eres, state = 9
Iteration 858: c = a, s = st, state = 9
Iteration 859: c = ], s = , state = 9
Iteration 860: c = }, s = essrer, state = 9
Iteration 861: c = a, s = terrer, state = 9
Iteration 862: c = [, s = t, state = 9
Iteration 863: c =  , s = te, state = 9
Iteration 864: c = x, s = , state = 9
Iteration 865: c =  , s = , state = 9
Iteration 866: c = a, s = , state = 9
Iteration 867: c = [, s = , state = 9
Iteration 868: c = x, s = eertrr, state = 9
Iteration 869: c = {, s = , state = 9
Iteration 870: c = }, s = rts, state = 9
Iteration 871: c = ), s = err, state = 9
Iteration 872: c =  , s = ereees, state = 9
Iteration 873: c = (, s = rssres, state = 9
Iteration 874: c =  , s = t, state = 9
Iteration 875: c = x, s = e, state = 9
Iteration 876: c = [, s = rt, state = 9
Iteration 877: c = {, s = tsrtte, state = 9
Iteration 878: c = }, s = ertrse, state = 9
Iteration 879: c = x, s = r, state = 9
Iteration 880: c = }, s = sesere, state = 9
Iteration 881: c = ), s = , state = 9
Iteration 882: c = (, s = rs, state = 9
Iteration 883: c = ), s = tsttst, state = 9
Iteration 884: c = {, s = trsret, state = 9
Iteration 885: c = ], s = rrtsre, state = 9
Iteration 886: c = [, s = ss, state = 9
Iteration 887: c = x, s = es, state = 9
Iteration 888: c = (, s = srress, state = 9
Iteration 889: c = a, s = srr, state = 9
Iteration 890: c = ), s = stters, state = 9
Iteration 891: c = ), s = r, state = 9
Iteration 892: c = [, s = rtes, state = 9
Iteration 893: c =  , s = rss, state = 9
Iteration 894: c = }, s = , state = 9
Iteration 895: c = {, s = ererst, state = 9
Iteration 896: c = (, s = , state = 9
Iteration 897: c = ), s = sr, state = 9
Iteration 898: c = (, s = rts, state = 9
Iteration 899: c =  , s = rerser, state = 9
Iteration 900: c = ], s = te, state = 9
Iteration 901: c = [, s = eer, state = 9
Iteration 902: c = ), s = , state = 9
Iteration 903: c = a, s = , state = 9
Iteration 904: c = }, s = ssse, state = 9
Iteration 905: c =  , s = tssr, state = 9
Iteration 906: c = x, s = , state = 9
Iteration 907: c = [, s = tstttr, state = 9
Iteration 908: c = ), s = er, state = 9
Iteration 909: c =  , s = tee, state = 9
Iteration 910: c = a, s = treete, state = 9
Iteration 911: c = [, s = e, state = 9
Iteration 912: c = a, s = , state = 9
Iteration 913: c =  , s = etests, state = 9
Iteration 914: c =  , s = re, state = 9
Iteration 915: c = [, s = , state = 9
Iteration 916: c = (, s = , state = 9
Iteration 917: c = [, s = tter, state = 9
Iteration 918: c = ], s = e, state = 9
Iteration 919: c = {, s = setsre, state = 9
Iteration 920: c = (, s = rrt, state = 9
Iteration 921: c =  , s = tt, state = 9
Iteration 922: c = [, s = strsee, state = 9
Iteration 923: c =  , s = ets, state = 9
Iteration 924: c = x, s = t, state = 9
Iteration 925: c = a, s = , state = 9
Iteration 926: c = }, s = ressre, state = 9
Iteration 927: c = a, s = essere, state = 9
Iteration 928: c = ), s = retttr, state = 9
Iteration 929: c = ), s = , state = 9
Iteration 930: c = {, s = rretes, state = 9
Iteration 931: c = (, s = r, state = 9
Iteration 932: c = ), s = , state = 9
Iteration 933: c = a, s = s, state = 9
Iteration 934: c = ), s = , state = 9
Iteration 935: c = (, s = , state = 9
Iteration 936: c = }, s = , state = 9
Iteration 937: c = ], s = , state = 9
Iteration 938: c = a, s = tr, state = 9
Iteration 939: c = [, s = tr, state = 9
Iteration 940: c = x, s = rerrt, state = 9
Iteration 941: c = a, s = rs, state = 9
Iteration 942: c = ], s = errrss, state = 9
Iteration 943: c = [, s = , state = 9
Iteration 944: c = (, s = rttttt, state = 9
Iteration 945: c = x, s = reetsr, state = 9
Iteration 946: c = ), s = , state = 9
Iteration 947: c = [, s = , state = 9
Iteration 948: c = ], s = rrerrt, state = 9
Iteration 949: c =  , s = tstt, state = 9
Iteration 950: c = {, s = ss, state = 9
Iteration 951: c = a, s = er, state = 9
Iteration 952: c = }, s = ersess, state = 9
Iteration 953: c = a, s = s, state = 9
Iteration 954: c = x, s = t, state = 9
Iteration 955: c = (, s = rrseer, state = 9
Iteration 956: c = }, s = reress, state = 9
Iteration 957: c =  , s = tt, state = 9
Iteration 958: c = a, s = , state = 9
Iteration 959: c = x, s = rtrrtt, state = 9
Iteration 960: c =  , s = tte, state = 9
Iteration 961: c = x, s = , state = 9
Iteration 962: c = }, s = sett, state = 9
Iteration 963: c = {, s = , state = 9
Iteration 964: c = ), s = tstrrr, state = 9
Iteration 965: c = ), s = resss, state = 9
Iteration 966: c = a, s = , state = 9
Iteration 967: c = x, s = tse, state = 9
Iteration 968: c = x, s = ret, state = 9
Iteration 969: c = (, s = tse, state = 9
Iteration 970: c = [, s = erttr, state = 9
Iteration 971: c = a, s = , state = 9
Iteration 972: c = {, s = t, state = 9
Iteration 973: c =  , s = s, state = 9
Iteration 974: c = a, s = rtee, state = 9
Iteration 975: c = ], s = , state = 9
Iteration 976: c = [, s = er, state = 9
Iteration 977: c = (, s = , state = 9
Iteration 978: c = (, s = tsr, state = 9
Iteration 979: c = ], s = , state = 9
Iteration 980: c = a, s = s, state = 9
Iteration 981: c = [, s = stst, state = 9
Iteration 982: c = [, s = e, state = 9
Iteration 983: c = {, s = t, state = 9
Iteration 984: c = [, s = , state = 9
Iteration 985: c = ), s = , state = 9
Iteration 986: c =  , s = , state = 9
Iteration 987: c = {, s = r, state = 9
Iteration 988: c = (, s = rstrst, state = 9
Iteration 989: c = x, s = , state = 9
Iteration 990: c =  , s = etr, state = 9
Iteration 991: c = a, s = rrtrt, state = 9
Iteration 992: c = (, s = rreeet, state = 9
Iteration 993: c = (, s = r, state = 9
Iteration 994: c = ), s = , state = 9
Iteration 995: c = {, s = e, state = 9
Iteration 996: c = }, s = sts, state = 9
Iteration 997: c = }, s = eete, state = 9
Iteration 998: c = x, s = esrrrr, state = 9
Iteration 999: c = {, s = rrr, state = 9
Iteration 1000: c = ], s = sts, state = 9
Iteration 1001: c = x, s = s, state = 9
Iteration 1002: c = a, s = , state = 9
Iteration 1003: c = ], s = , state = 9
Iteration 1004: c = ], s = trsr, state = 9
Iteration 1005: c = a, s = rttste, state = 9
Iteration 1006: c = (, s = tr, state = 9
Iteration 1007: c = }, s = tre, state = 9
Iteration 1008: c = a, s = seterr, state = 9
Iteration 1009: c = ), s = , state = 9
Iteration 1010: c = (, s = s, state = 9
Iteration 1011: c = [, s = , state = 9
Iteration 1012: c = a, s = , state = 9
Iteration 1013: c = ], s = sttste, state = 9
Iteration 1014: c = [, s = ss, state = 9
Iteration 1015: c = x, s = s, state = 9
Iteration 1016: c = }, s = tt, state = 9
Iteration 1017: c = (, s = rettrs, state = 9
Iteration 1018: c = a, s = , state = 9
Iteration 1019: c = ], s = eerstr, state = 9
Iteration 1020: c = {, s = ss, state = 9
Iteration 1021: c = (, s = ts, state = 9
Iteration 1022: c = ], s = st, state = 9
Iteration 1023: c = {, s = , state = 9
Iteration 1024: c = a, s = tesrts, state = 9
Iteration 1025: c = ], s = , state = 9
Iteration 1026: c =  , s = errrtt, state = 9
Iteration 1027: c = [, s = , state = 9
Iteration 1028: c =  , s = errre, state = 9
Iteration 1029: c = {, s = ttetet, state = 9
Iteration 1030: c = (, s = ss, state = 9
Iteration 1031: c = a, s = s, state = 9
Iteration 1032: c = ), s = , state = 9
Iteration 1033: c = a, s = rrtttr, state = 9
Iteration 1034: c = ), s = rrtees, state = 9
Iteration 1035: c =  , s = tere, state = 9
Iteration 1036: c = a, s = t, state = 9
Iteration 1037: c = ], s = e, state = 9
Iteration 1038: c = ], s = et, state = 9
Iteration 1039: c = x, s = s, state = 9
Iteration 1040: c = {, s = , state = 9
Iteration 1041: c = ), s = , state = 9
Iteration 1042: c = a, s = r, state = 9
Iteration 1043: c = }, s = se, state = 9
Iteration 1044: c = }, s = tsteet, state = 9
Iteration 1045: c = ), s = ers, state = 9
Iteration 1046: c = x, s = rerr, state = 9
Iteration 1047: c = (, s = s, state = 9
Iteration 1048: c = ], s = rstt, state = 9
Iteration 1049: c = }, s = tttets, state = 9
Iteration 1050: c = ], s = tsstse, state = 9
Iteration 1051: c = a, s = sts, state = 9
Iteration 1052: c = ], s = , state = 9
Iteration 1053: c =  , s = , state = 9
Iteration 1054: c = (, s = , state = 9
Iteration 1055: c = }, s = srstt, state = 9
Iteration 1056: c = ], s = sssrtr, state = 9
Iteration 1057: c = a, s = t, state = 9
Iteration 1058: c = }, s = trtser, state = 9
Iteration 1059: c =  , s = tt, state = 9
Iteration 1060: c = ], s = , state = 9
Iteration 1061: c = {, s = etrrss, state = 9
Iteration 1062: c =  , s = re, state = 9
Iteration 1063: c = {, s = e, state = 9
Iteration 1064: c = (, s = ets, state = 9
Iteration 1065: c = [, s = , state = 9
Iteration 1066: c = a, s = tse, state = 9
Iteration 1067: c = (, s = tstsrt, state = 9
Iteration 1068: c = ], s = sttssr, state = 9
Iteration 1069: c = a, s = rrts, state = 9
Iteration 1070: c = [, s = rtetse, state = 9
Iteration 1071: c = {, s = eserrt, state = 9
Iteration 1072: c = }, s = rs, state = 9
Iteration 1073: c =  , s = s, state = 9
Iteration 1074: c = [, s = ere, state = 9
Iteration 1075: c = ), s = sstsrt, state = 9
Iteration 1076: c = a, s = rsttee, state = 9
Iteration 1077: c = (, s = e, state = 9
Iteration 1078: c = (, s = eerssr, state = 9
Iteration 1079: c = (, s = ses, state = 9
Iteration 1080: c = x, s = rsrt, state = 9
Iteration 1081: c = {, s = trre, state = 9
Iteration 1082: c = ), s = rstrre, state = 9
Iteration 1083: c = ], s = er, state = 9
Iteration 1084: c = x, s = , state = 9
Iteration 1085: c = }, s = es, state = 9
Iteration 1086: c = ), s = tter, state = 9
Iteration 1087: c = (, s = srt, state = 9
Iteration 1088: c = ), s = r, state = 9
Iteration 1089: c =  , s = st, state = 9
Iteration 1090: c = ], s = et, state = 9
Iteration 1091: c = }, s = tteees, state = 9
Iteration 1092: c = x, s = st, state = 9
Iteration 1093: c = x, s = s, state = 9
Iteration 1094: c = ], s = tttsss, state = 9
Iteration 1095: c = }, s = ertrrr, state = 9
Iteration 1096: c = [, s = eee, state = 9
Iteration 1097: c = {, s = ssste, state = 9
Iteration 1098: c = (, s = ree, state = 9
Iteration 1099: c = (, s = , state = 9
Iteration 1100: c = ), s = ser, state = 9
Iteration 1101: c =  , s = , state = 9
Iteration 1102: c = ], s = t, state = 9
Iteration 1103: c = [, s = tess, state = 9
