Iteration 1: c = [, s = ettrte, state = 0
Iteration 2592: c = }, s = , state = 9
Iteration 2593: c = x, s = rerts, state = 9
Iteration 2594: c = }, s = trssts, state = 9
Iteration 2595: c = {, s = ts, state = 9
Iteration 2596: c = }, s = te, state = 9
Iteration 2597: c = }, s = estrtt, state = 9
Iteration 2598: c = [, s = etet, state = 9
Iteration 2599: c = (, s = se, state = 9
Iteration 2600: c = }, s = s, state = 9
Iteration 2601: c = (, s = serrsr, state = 9
Iteration 2602: c = (, s = ettest, state = 9
Iteration 2603: c =  , s = r, state = 9
Iteration 2604: c = ), s = err, state = 9
Iteration 2605: c = [, s = rtsste, state = 9
Iteration 2606: c = [, s = eee, state = 9
Iteration 2607: c = a, s = see, state = 9
Iteration 2608: c = }, s = srr, state = 9
Iteration 2609: c = ), s = srtete, state = 9
Iteration 2610: c = a, s = s, state = 9
Iteration 2611: c = [, s = tse, state = 9
Iteration 2612: c = ], s = r, state = 9
Iteration 2613: c = a, s = tetrrt, state = 9
Iteration 2614: c = a, s = , state = 9
Iteration 2615: c = (, s = s, state = 9
Iteration 2616: c = ), s = ee, state = 9
Iteration 2617: c = (, s = s, state = 9
Iteration 2618: c = {, s = r, state = 9
Iteration 2619: c = ], s = r, state = 9
Iteration 2620: c = ], s = r, state = 9
Iteration 2621: c = (, s = t, state = 9
Iteration 2622: c = ), s = , state = 9
Iteration 2623: c =  , s = , state = 9
Iteration 2624: c =  , s = r, state = 9
Iteration 2625: c = x, s = serre, state = 9
Iteration 2626: c = x, s = tr, state = 9
Iteration 2627: c =  , s = rsr, state = 9
Iteration 2628: c = [, s = tr, state = 9
Iteration 2629: c = (, s = ssstrs, state = 9
Iteration 2630: c = {, s = rte, state = 9
Iteration 2631: c = ], s = tteeer, state = 9
Iteration 2632: c = {, s = ttrses, state = 9
Iteration 2633: c = (, s = rt, state = 9
Iteration 2634: c = a, s = se, state = 9
Iteration 2635: c = (, s = , state = 9
Iteration 2636: c = a, s = erer, state = 9
Iteration 2637: c = ], s = tt, state = 9
Iteration 2638: c = a, s = eetstt, state = 9
Iteration 2639: c = {, s = , state = 9
Iteration 2640: c = [, s = sersre, state = 9
Iteration 2641: c = (, s = r, state = 9
Iteration 2642: c = (, s = eesets, state = 9
Iteration 2643: c = a, s = serrte, state = 9
Iteration 2644: c = ], s = st, state = 9
Iteration 2645: c = }, s = ereess, state = 9
Iteration 2646: c = [, s = teer, state = 9
Iteration 2647: c = ), s = ee, state = 9
Iteration 2648: c =  , s = r, state = 9
Iteration 2649: c = ), s = essses, state = 9
Iteration 2650: c = [, s = , state = 9
Iteration 2651: c = a, s = see, state = 9
Iteration 2652: c = }, s = , state = 9
Iteration 2653: c = (, s = essstr, state = 9
Iteration 2654: c = (, s = rstse, state = 9
Iteration 2655: c = {, s = rrrsrr, state = 9
Iteration 2656: c = ], s = e, state = 9
Iteration 2657: c = (, s = te, state = 9
Iteration 2658: c = a, s = es, state = 9
Iteration 2659: c = ), s = , state = 9
Iteration 2660: c = (, s = r, state = 9
Iteration 2661: c = {, s = rsst, state = 9
Iteration 2662: c =  , s = rrtree, state = 9
Iteration 2663: c = a, s = ese, state = 9
Iteration 2664: c = }, s = rsests, state = 9
Iteration 2665: c = {, s = rr, state = 9
Iteration 2666: c = ], s = tre, state = 9
Iteration 2667: c = }, s = , state = 9
Iteration 2668: c = a, s = s, state = 9
Iteration 2669: c = a, s = rstree, state = 9
Iteration 2670: c = ], s = t, state = 9
Iteration 2671: c = x, s = , state = 9
Iteration 2672: c = x, s = , state = 9
Iteration 2673: c = (, s = sset, state = 9
Iteration 2674: c = a, s = erttse, state = 9
Iteration 2675: c = [, s = reetsr, state = 9
Iteration 2676: c = ], s = rr, state = 9
Iteration 2677: c = [, s = ttts, state = 9
Iteration 2678: c = (, s = e, state = 9
Iteration 2679: c = [, s = etsst, state = 9
Iteration 2680: c = ], s = es, state = 9
Iteration 2681: c = ], s = rser, state = 9
Iteration 2682: c = }, s = reserr, state = 9
Iteration 2683: c = }, s = , state = 9
Iteration 2684: c = (, s = ettee, state = 9
Iteration 2685: c =  , s = t, state = 9
Iteration 2686: c = }, s = , state = 9
Iteration 2687: c = a, s = ttssss, state = 9
Iteration 2688: c = }, s = tesrrr, state = 9
Iteration 2689: c = a, s = s, state = 9
Iteration 2690: c = [, s = , state = 9
Iteration 2691: c = [, s = , state = 9
Iteration 2692: c = {, s = , state = 9
Iteration 2693: c = [, s = , state = 9
Iteration 2694: c = }, s = , state = 9
Iteration 2695: c = {, s = r, state = 9
Iteration 2696: c = }, s = srtre, state = 9
Iteration 2697: c = {, s = ttsss, state = 9
Iteration 2698: c = ), s = s, state = 9
Iteration 2699: c = a, s = e, state = 9
Iteration 2700: c = a, s = e, state = 9
Iteration 2701: c = ], s = t, state = 9
Iteration 2702: c = x, s = , state = 9
Iteration 2703: c = a, s = , state = 9
Iteration 2704: c =  , s = etrs, state = 9
Iteration 2705: c = ], s = seertt, state = 9
Iteration 2706: c = }, s = st, state = 9
Iteration 2707: c =  , s = es, state = 9
Iteration 2708: c = [, s = e, state = 9
Iteration 2709: c = x, s = e, state = 9
Iteration 2710: c = a, s = rrrstt, state = 9
Iteration 2711: c = ), s = esrs, state = 9
Iteration 2712: c = {, s = resr, state = 9
Iteration 2713: c = (, s = estete, state = 9
Iteration 2714: c = x, s = , state = 9
Iteration 2715: c = {, s = s, state = 9
Iteration 2716: c = {, s = trstet, state = 9
Iteration 2717: c = ], s = eerese, state = 9
Iteration 2718: c =  , s = eert, state = 9
Iteration 2719: c =  , s = erer, state = 9
Iteration 2720: c = a, s = t, state = 9
Iteration 2721: c = a, s = rs, state = 9
Iteration 2722: c = ], s = tr, state = 9
Iteration 2723: c = }, s = , state = 9
Iteration 2724: c = (, s = etsrsr, state = 9
Iteration 2725: c = (, s = r, state = 9
Iteration 2726: c =  , s = , state = 9
Iteration 2727: c = a, s = rsrree, state = 9
Iteration 2728: c = ], s = , state = 9
Iteration 2729: c = [, s = reetet, state = 9
Iteration 2730: c = ], s = sstrsr, state = 9
Iteration 2731: c = {, s = , state = 9
Iteration 2732: c = ), s = , state = 9
Iteration 2733: c = x, s = tse, state = 9
Iteration 2734: c = ), s = , state = 9
Iteration 2735: c = ], s = te, state = 9
Iteration 2736: c = a, s = rer, state = 9
Iteration 2737: c = ), s = tss, state = 9
Iteration 2738: c = (, s = , state = 9
Iteration 2739: c = x, s = , state = 9
Iteration 2740: c = }, s = , state = 9
Iteration 2741: c = a, s = tsr, state = 9
Iteration 2742: c = }, s = rtrs, state = 9
Iteration 2743: c =  , s = t, state = 9
Iteration 2744: c = ], s = t, state = 9
Iteration 2745: c = (, s = trssee, state = 9
Iteration 2746: c = (, s = s, state = 9
Iteration 2747: c =  , s = etet, state = 9
Iteration 2748: c = a, s = r, state = 9
Iteration 2749: c = ), s = , state = 9
Iteration 2750: c = ], s = re, state = 9
Iteration 2751: c = x, s = errsrs, state = 9
Iteration 2752: c = [, s = , state = 9
Iteration 2753: c = }, s = s, state = 9
Iteration 2754: c =  , s = ttsete, state = 9
Iteration 2755: c =  , s = , state = 9
Iteration 2756: c = x, s = tstete, state = 9
Iteration 2757: c = {, s = e, state = 9
Iteration 2758: c = a, s = esesrt, state = 9
Iteration 2759: c = a, s = trt, state = 9
Iteration 2760: c = [, s = rert, state = 9
Iteration 2761: c = ], s = trrt, state = 9
Iteration 2762: c = ], s = t, state = 9
Iteration 2763: c =  , s = tertr, state = 9
Iteration 2764: c = }, s = etr, state = 9
Iteration 2765: c = ), s = sesree, state = 9
Iteration 2766: c = ), s = rre, state = 9
Iteration 2767: c = a, s = , state = 9
Iteration 2768: c = {, s = trtt, state = 9
Iteration 2769: c = ), s = , state = 9
Iteration 2770: c = ), s = srrst, state = 9
Iteration 2771: c = ], s = , state = 9
Iteration 2772: c = {, s = , state = 9
Iteration 2773: c = [, s = tr, state = 9
Iteration 2774: c =  , s = trsrrt, state = 9
Iteration 2775: c = [, s = ter, state = 9
Iteration 2776: c = ], s = tsre, state = 9
Iteration 2777: c =  , s = tsese, state = 9
Iteration 2778: c = ], s = , state = 9
Iteration 2779: c = ], s = , state = 9
Iteration 2780: c = (, s = r, state = 9
Iteration 2781: c = ], s = srrrer, state = 9
Iteration 2782: c = }, s = srrrtr, state = 9
Iteration 2783: c = ), s = teter, state = 9
Iteration 2784: c =  , s = tsttrt, state = 9
Iteration 2785: c = (, s = esr, state = 9
Iteration 2786: c =  , s = , state = 9
Iteration 2787: c =  , s = rss, state = 9
Iteration 2788: c = [, s = stters, state = 9
Iteration 2789: c = ), s = s, state = 9
Iteration 2790: c = }, s = , state = 9
Iteration 2791: c = a, s = rrttee, state = 9
Iteration 2792: c = ), s = , state = 9
Iteration 2793: c = ), s = eetstt, state = 9
Iteration 2794: c =  , s = , state = 9
Iteration 2795: c =  , s = sersrt, state = 9
Iteration 2796: c =  , s = ets, state = 9
Iteration 2797: c = [, s = rrsser, state = 9
Iteration 2798: c = x, s = tt, state = 9
Iteration 2799: c = ), s = essrts, state = 9
Iteration 2800: c = [, s = , state = 9
Iteration 2801: c = (, s = tes, state = 9
Iteration 2802: c = {, s = srtsts, state = 9
Iteration 2803: c = a, s = , state = 9
Iteration 2804: c = {, s = ter, state = 9
Iteration 2805: c = }, s = rertts, state = 9
Iteration 2806: c = (, s = rs, state = 9
Iteration 2807: c =  , s = rs, state = 9
Iteration 2808: c = (, s = ttrstr, state = 9
Iteration 2809: c = ], s = ess, state = 9
Iteration 2810: c =  , s = , state = 9
Iteration 2811: c = (, s = trtete, state = 9
Iteration 2812: c = ), s = rre, state = 9
Iteration 2813: c = [, s = tserrr, state = 9
Iteration 2814: c = [, s = t, state = 9
Iteration 2815: c = a, s = stserr, state = 9
Iteration 2816: c = }, s = t, state = 9
Iteration 2817: c = (, s = , state = 9
Iteration 2818: c = ), s = e, state = 9
Iteration 2819: c = {, s = e, state = 9
Iteration 2820: c = ), s = , state = 9
Iteration 2821: c = ], s = ess, state = 9
Iteration 2822: c = x, s = , state = 9
Iteration 2823: c = }, s = eseet, state = 9
Iteration 2824: c =  , s = ssetse, state = 9
Iteration 2825: c = }, s = rsesrs, state = 9
Iteration 2826: c = ), s = sttttt, state = 9
Iteration 2827: c = (, s = s, state = 9
Iteration 2828: c = ], s = , state = 9
Iteration 2829: c = }, s = rret, state = 9
Iteration 2830: c = a, s = , state = 9
Iteration 2831: c = ), s = e, state = 9
Iteration 2832: c = (, s = tssset, state = 9
Iteration 2833: c = {, s = s, state = 9
Iteration 2834: c = a, s = sterss, state = 9
Iteration 2835: c = [, s = reee, state = 9
Iteration 2836: c = [, s = ts, state = 9
Iteration 2837: c = a, s = t, state = 9
Iteration 2838: c =  , s = e, state = 9
Iteration 2839: c = ], s = r, state = 9
Iteration 2840: c = ], s = , state = 9
Iteration 2841: c = ), s = steres, state = 9
Iteration 2842: c = (, s = tt, state = 9
Iteration 2843: c = [, s = t, state = 9
Iteration 2844: c = [, s = ttssss, state = 9
Iteration 2845: c = [, s = err, state = 9
Iteration 2846: c = [, s = esttre, state = 9
Iteration 2847: c = x, s = , state = 9
Iteration 2848: c = {, s = , state = 9
Iteration 2849: c = }, s = trrerr, state = 9
Iteration 2850: c = x, s = tr, state = 9
Iteration 2851: c = [, s = , state = 9
Iteration 2852: c = ], s = , state = 9
Iteration 2853: c = [, s = stts, state = 9
Iteration 2854: c = [, s = tte, state = 9
Iteration 2855: c = }, s = rrs, state = 9
Iteration 2856: c = }, s = tr, state = 9
Iteration 2857: c = ), s = tt, state = 9
Iteration 2858: c = ], s = seeete, state = 9
Iteration 2859: c =  , s = sse, state = 9
Iteration 2860: c = (, s = tsrres, state = 9
Iteration 2861: c = x, s = trsste, state = 9
Iteration 2862: c = [, s = , state = 9
Iteration 2863: c = {, s = , state = 9
Iteration 2864: c = ], s = e, state = 9
Iteration 2865: c = a, s = r, state = 9
Iteration 2866: c = {, s = erre, state = 9
Iteration 2867: c = a, s = srrrts, state = 9
Iteration 2868: c = ), s = tsrere, state = 9
Iteration 2869: c = {, s = rrst, state = 9
Iteration 2870: c = a, s = r, state = 9
Iteration 2871: c = {, s = stetrr, state = 9
Iteration 2872: c =  , s = , state = 9
Iteration 2873: c = x, s = reer, state = 9
Iteration 2874: c = a, s = rere, state = 9
Iteration 2875: c = x, s = sestes, state = 9
Iteration 2876: c = a, s = ree, state = 9
Iteration 2877: c = [, s = retstr, state = 9
Iteration 2878: c = a, s = eesrse, state = 9
Iteration 2879: c = (, s = set, state = 9
Iteration 2880: c = {, s = , state = 9
Iteration 2881: c = a, s = tssrre, state = 9
Iteration 2882: c = [, s = , state = 9
Iteration 2883: c = ], s = see, state = 9
Iteration 2884: c = x, s = rst, state = 9
Iteration 2885: c = {, s = srts, state = 9
Iteration 2886: c =  , s = s, state = 9
Iteration 2887: c = {, s = , state = 9
Iteration 2888: c = x, s = r, state = 9
Iteration 2889: c = x, s = esst, state = 9
Iteration 2890: c = ], s = e, state = 9
Iteration 2891: c = ), s = erttsr, state = 9
Iteration 2892: c = (, s = t, state = 9
Iteration 2893: c =  , s = ttttrr, state = 9
Iteration 2894: c = }, s = , state = 9
Iteration 2895: c = a, s = testse, state = 9
Iteration 2896: c = a, s = , state = 9
Iteration 2897: c = }, s = tres, state = 9
Iteration 2898: c = }, s = stestt, state = 9
Iteration 2899: c = x, s = tesset, state = 9
Iteration 2900: c = ), s = , state = 9
Iteration 2901: c = a, s = seeere, state = 9
Iteration 2902: c =  , s = , state = 9
Iteration 2903: c = x, s = rts, state = 9
Iteration 2904: c = {, s = rterre, state = 9
Iteration 2905: c = a, s = , state = 9
Iteration 2906: c = [, s = essrst, state = 9
Iteration 2907: c = x, s = st, state = 9
Iteration 2908: c = {, s = ee, state = 9
Iteration 2909: c = [, s = reeset, state = 9
Iteration 2910: c = {, s = e, state = 9
Iteration 2911: c = a, s = srst, state = 9
Iteration 2912: c =  , s = rstess, state = 9
Iteration 2913: c = }, s = ssset, state = 9
Iteration 2914: c = a, s = ts, state = 9
Iteration 2915: c = ], s = rstser, state = 9
Iteration 2916: c = a, s = esee, state = 9
Iteration 2917: c = [, s = r, state = 9
Iteration 2918: c = x, s = , state = 9
Iteration 2919: c = ], s = eets, state = 9
Iteration 2920: c = a, s = t, state = 9
Iteration 2921: c = [, s = e, state = 9
Iteration 2922: c = (, s = rsertt, state = 9
Iteration 2923: c = a, s = r, state = 9
Iteration 2924: c =  , s = etses, state = 9
Iteration 2925: c = }, s = sts, state = 9
Iteration 2926: c =  , s = , state = 9
Iteration 2927: c =  , s = tsttes, state = 9
Iteration 2928: c = ), s = ttss, state = 9
Iteration 2929: c = }, s = ess, state = 9
Iteration 2930: c =  , s = reett, state = 9
Iteration 2931: c = ], s = , state = 9
Iteration 2932: c = (, s = , state = 9
Iteration 2933: c = [, s = , state = 9
Iteration 2934: c =  , s = , state = 9
Iteration 2935: c = {, s = tses, state = 9
Iteration 2936: c = x, s = r, state = 9
Iteration 2937: c = (, s = serrte, state = 9
Iteration 2938: c = }, s = t, state = 9
Iteration 2939: c = (, s = , state = 9
Iteration 2940: c = [, s = eees, state = 9
Iteration 2941: c = {, s = ssetsr, state = 9
Iteration 2942: c = (, s = ereese, state = 9
Iteration 2943: c = ], s = tsesrt, state = 9
Iteration 2944: c = [, s = , state = 9
Iteration 2945: c = [, s = rrresr, state = 9
Iteration 2946: c = (, s = erset, state = 9
Iteration 2947: c = x, s = e, state = 9
Iteration 2948: c = a, s = er, state = 9
Iteration 2949: c = {, s = teteet, state = 9
Iteration 2950: c = ], s = rtsr, state = 9
Iteration 2951: c = x, s = s, state = 9
Iteration 2952: c = ), s = , state = 9
Iteration 2953: c = x, s = srsres, state = 9
Iteration 2954: c = a, s = , state = 9
Iteration 2955: c = x, s = s, state = 9
Iteration 2956: c = [, s = tres, state = 9
Iteration 2957: c = ), s = eeeses, state = 9
Iteration 2958: c = (, s = e, state = 9
Iteration 2959: c = ], s = ts, state = 9
Iteration 2960: c =  , s = sreete, state = 9
Iteration 2961: c = {, s = seerse, state = 9
Iteration 2962: c = ], s = ssesss, state = 9
Iteration 2963: c = [, s = r, state = 9
Iteration 2964: c = x, s = , state = 9
Iteration 2965: c =  , s = tteete, state = 9
Iteration 2966: c = }, s = rstetr, state = 9
Iteration 2967: c = {, s = rettet, state = 9
Iteration 2968: c = x, s = erstt, state = 9
Iteration 2969: c = (, s = sttesr, state = 9
Iteration 2970: c = }, s = eetrs, state = 9
Iteration 2971: c = [, s = strert, state = 9
Iteration 2972: c = x, s = r, state = 9
Iteration 2973: c = {, s = e, state = 9
Iteration 2974: c = [, s = rsts, state = 9
Iteration 2975: c = (, s = estset, state = 9
Iteration 2976: c = (, s = s, state = 9
Iteration 2977: c = x, s = rresrt, state = 9
Iteration 2978: c = (, s = seee, state = 9
Iteration 2979: c = }, s = reee, state = 9
Iteration 2980: c = {, s = rtssee, state = 9
Iteration 2981: c = (, s = , state = 9
Iteration 2982: c = [, s = ess, state = 9
Iteration 2983: c = ], s = rt, state = 9
Iteration 2984: c = x, s = , state = 9
Iteration 2985: c = {, s = etseet, state = 9
Iteration 2986: c = [, s = , state = 9
Iteration 2987: c = a, s = sttets, state = 9
Iteration 2988: c = {, s = , state = 9
Iteration 2989: c = {, s = erst, state = 9
Iteration 2990: c = ), s = tttert, state = 9
Iteration 2991: c = ], s = , state = 9
Iteration 2992: c = (, s = sstesr, state = 9
Iteration 2993: c = ], s = , state = 9
Iteration 2994: c = (, s = re, state = 9
Iteration 2995: c = a, s = ttt, state = 9
Iteration 2996: c = ], s = ertrer, state = 9
Iteration 2997: c = a, s = , state = 9
Iteration 2998: c = ], s = , state = 9
Iteration 2999: c = {, s = rrttt, state = 9
Iteration 3000: c = ], s = s, state = 9
Iteration 3001: c = a, s = r, state = 9
Iteration 3002: c = (, s = et, state = 9
Iteration 3003: c = ), s = , state = 9
Iteration 3004: c = [, s = e, state = 9
Iteration 3005: c = (, s = t, state = 9
Iteration 3006: c = [, s = ee, state = 9
Iteration 3007: c = ), s = sertee, state = 9
Iteration 3008: c = ), s = , state = 9
Iteration 3009: c = a, s = , state = 9
Iteration 3010: c = [, s = rrrer, state = 9
Iteration 3011: c = [, s = , state = 9
Iteration 3012: c = }, s = , state = 9
Iteration 3013: c = (, s = , state = 9
Iteration 3014: c = x, s = e, state = 9
Iteration 3015: c = [, s = et, state = 9
Iteration 3016: c = (, s = r, state = 9
Iteration 3017: c = }, s = rrt, state = 9
Iteration 3018: c = x, s = e, state = 9
Iteration 3019: c =  , s = t, state = 9
Iteration 3020: c = [, s = rtertr, state = 9
Iteration 3021: c = }, s = s, state = 9
Iteration 3022: c = [, s = sres, state = 9
Iteration 3023: c = ], s = , state = 9
Iteration 3024: c = (, s = , state = 9
Iteration 3025: c = }, s = , state = 9
Iteration 3026: c = ], s = tt, state = 9
Iteration 3027: c = {, s = etrrs, state = 9
Iteration 3028: c = ), s = , state = 9
Iteration 3029: c = ), s = sr, state = 9
Iteration 3030: c = ], s = , state = 9
Iteration 3031: c =  , s = , state = 9
Iteration 3032: c = ), s = rrrr, state = 9
Iteration 3033: c = {, s = ese, state = 9
Iteration 3034: c = ), s = tseees, state = 9
Iteration 3035: c =  , s = rssser, state = 9
Iteration 3036: c = }, s = rsese, state = 9
Iteration 3037: c = x, s = , state = 9
Iteration 3038: c =  , s = ttstss, state = 9
Iteration 3039: c = }, s = , state = 9
Iteration 3040: c = a, s = , state = 9
Iteration 3041: c = ], s = rre, state = 9
Iteration 3042: c = [, s = , state = 9
Iteration 3043: c = ], s = srrtts, state = 9
Iteration 3044: c = (, s = r, state = 9
Iteration 3045: c = [, s = e, state = 9
Iteration 3046: c = x, s = resses, state = 9
Iteration 3047: c = }, s = s, state = 9
Iteration 3048: c =  , s = , state = 9
Iteration 3049: c = ], s = eer, state = 9
Iteration 3050: c =  , s = trs, state = 9
Iteration 3051: c = x, s = ttrrtr, state = 9
Iteration 3052: c = a, s = sssr, state = 9
Iteration 3053: c = ], s = r, state = 9
Iteration 3054: c =  , s = trsssr, state = 9
Iteration 3055: c = a, s = s, state = 9
Iteration 3056: c = [, s = , state = 9
Iteration 3057: c =  , s = rtteer, state = 9
Iteration 3058: c = }, s = e, state = 9
Iteration 3059: c = ], s = r, state = 9
Iteration 3060: c = a, s = etr, state = 9
Iteration 3061: c = ), s = erssrr, state = 9
Iteration 3062: c =  , s = estste, state = 9
Iteration 3063: c = (, s = s, state = 9
Iteration 3064: c = ], s = r, state = 9
Iteration 3065: c =  , s = rttets, state = 9
Iteration 3066: c =  , s = tstet, state = 9
Iteration 3067: c = [, s = ttre, state = 9
Iteration 3068: c = [, s = errrs, state = 9
Iteration 3069: c = ), s = , state = 9
Iteration 3070: c = a, s = , state = 9
Iteration 3071: c = }, s = eeerte, state = 9
Iteration 3072: c = a, s = sts, state = 9
Iteration 3073: c = x, s = rts, state = 9
Iteration 3074: c = [, s = , state = 9
Iteration 3075: c = (, s = tteet, state = 9
Iteration 3076: c = ), s = , state = 9
Iteration 3077: c = {, s = tr, state = 9
Iteration 3078: c =  , s = sestts, state = 9
Iteration 3079: c =  , s = e, state = 9
Iteration 3080: c = ], s = r, state = 9
Iteration 3081: c = x, s = trt, state = 9
Iteration 3082: c =  , s = r, state = 9
Iteration 3083: c = x, s = stssee, state = 9
Iteration 3084: c = a, s = tet, state = 9
Iteration 3085: c = (, s = ts, state = 9
Iteration 3086: c =  , s = strte, state = 9
Iteration 3087: c =  , s = trtrt, state = 9
Iteration 3088: c = ], s = s, state = 9
Iteration 3089: c = x, s = sser, state = 9
Iteration 3090: c = ), s = ter, state = 9
Iteration 3091: c =  , s = ss, state = 9
Iteration 3092: c = x, s = s, state = 9
Iteration 3093: c = x, s = t, state = 9
Iteration 3094: c = {, s = srrrsr, state = 9
Iteration 3095: c = (, s = , state = 9
Iteration 3096: c = (, s = , state = 9
Iteration 3097: c = a, s = tes, state = 9
Iteration 3098: c = ], s = sts, state = 9
Iteration 3099: c = x, s = res, state = 9
Iteration 3100: c = ), s = rstte, state = 9
Iteration 3101: c = (, s = t, state = 9
Iteration 3102: c = x, s = , state = 9
Iteration 3103: c = x, s = rs, state = 9
Iteration 3104: c =  , s = sre, state = 9
Iteration 3105: c = ], s = ttsssr, state = 9
Iteration 3106: c = (, s = rer, state = 9
Iteration 3107: c = (, s = tsst, state = 9
Iteration 3108: c = ], s = , state = 9
Iteration 3109: c = x, s = ss, state = 9
Iteration 3110: c = ), s = , state = 9
Iteration 3111: c = x, s = , state = 9
Iteration 3112: c =  , s = , state = 9
Iteration 3113: c = (, s = ers, state = 9
Iteration 3114: c = ), s = , state = 9
Iteration 3115: c = }, s = er, state = 9
Iteration 3116: c = [, s = , state = 9
Iteration 3117: c = x, s = tsetss, state = 9
Iteration 3118: c = ), s = t, state = 9
Iteration 3119: c = {, s = ttte, state = 9
Iteration 3120: c = a, s = ese, state = 9
Iteration 3121: c = (, s = ssreer, state = 9
Iteration 3122: c = ), s = ss, state = 9
Iteration 3123: c = [, s = rtettr, state = 9
Iteration 3124: c = [, s = sstt, state = 9
Iteration 3125: c = [, s = e, state = 9
Iteration 3126: c = [, s = srstte, state = 9
Iteration 3127: c = [, s = rssts, state = 9
Iteration 3128: c = {, s = rs, state = 9
Iteration 3129: c = {, s = , state = 9
Iteration 3130: c = (, s = ts, state = 9
Iteration 3131: c = [, s = rretts, state = 9
Iteration 3132: c = }, s = rrsrer, state = 9
Iteration 3133: c = }, s = te, state = 9
Iteration 3134: c = ), s = ters, state = 9
Iteration 3135: c = [, s = e, state = 9
Iteration 3136: c =  , s = e, state = 9
Iteration 3137: c = ), s = , state = 9
Iteration 3138: c = x, s = , state = 9
Iteration 3139: c = }, s = srt, state = 9
Iteration 3140: c = x, s = retstr, state = 9
Iteration 3141: c = ), s = srrte, state = 9
Iteration 3142: c = a, s = s, state = 9
Iteration 3143: c = (, s = , state = 9
Iteration 3144: c = x, s = sts, state = 9
Iteration 3145: c = ), s = rrssee, state = 9
Iteration 3146: c = ), s = e, state = 9
Iteration 3147: c = [, s = eeeres, state = 9
Iteration 3148: c = a, s = sstter, state = 9
Iteration 3149: c = (, s = , state = 9
Iteration 3150: c = x, s = setsrs, state = 9
Iteration 3151: c = x, s = e, state = 9
Iteration 3152: c = a, s = rs, state = 9
Iteration 3153: c = ), s = rr, state = 9
Iteration 3154: c = (, s = , state = 9
Iteration 3155: c = ], s = rttrt, state = 9
Iteration 3156: c = ], s = s, state = 9
Iteration 3157: c = (, s = , state = 9
Iteration 3158: c =  , s = trrert, state = 9
Iteration 3159: c =  , s = rsttes, state = 9
Iteration 3160: c = a, s = tr, state = 9
Iteration 3161: c = x, s = s, state = 9
Iteration 3162: c = ], s = er, state = 9
Iteration 3163: c = {, s = t, state = 9
Iteration 3164: c = {, s = r, state = 9
Iteration 3165: c =  , s = rssssr, state = 9
Iteration 3166: c =  , s = r, state = 9
Iteration 3167: c = }, s = , state = 9
Iteration 3168: c = a, s = tr, state = 9
Iteration 3169: c = a, s = t, state = 9
Iteration 3170: c = }, s = , state = 9
Iteration 3171: c = {, s = rse, state = 9
Iteration 3172: c = }, s = , state = 9
Iteration 3173: c = }, s = sreest, state = 9
Iteration 3174: c = (, s = tt, state = 9
Iteration 3175: c = x, s = s, state = 9
Iteration 3176: c = }, s = rtstr, state = 9
Iteration 3177: c = ], s = rtee, state = 9
Iteration 3178: c =  , s = rsree, state = 9
Iteration 3179: c = a, s = te, state = 9
Iteration 3180: c = (, s = e, state = 9
Iteration 3181: c = (, s = ssrere, state = 9
Iteration 3182: c = }, s = , state = 9
Iteration 3183: c = a, s = e, state = 9
Iteration 3184: c = [, s = etteer, state = 9
Iteration 3185: c = [, s = ete, state = 9
Iteration 3186: c = }, s = , state = 9
Iteration 3187: c =  , s = srrrtr, state = 9
Iteration 3188: c =  , s = rrtr, state = 9
Iteration 3189: c = x, s = , state = 9
Iteration 3190: c = [, s = re, state = 9
Iteration 3191: c = a, s = rrtse, state = 9
Iteration 3192: c =  , s = rrstre, state = 9
Iteration 3193: c = ), s = s, state = 9
Iteration 3194: c = ), s = , state = 9
Iteration 3195: c = ], s = rr, state = 9
Iteration 3196: c = a, s = seree, state = 9
Iteration 3197: c = a, s = r, state = 9
Iteration 3198: c = }, s = , state = 9
Iteration 3199: c = }, s = seres, state = 9
Iteration 3200: c = (, s = , state = 9
Iteration 3201: c = x, s = esress, state = 9
Iteration 3202: c = ), s = t, state = 9
Iteration 3203: c = [, s = st, state = 9
Iteration 3204: c = a, s = sserss, state = 9
Iteration 3205: c = ], s = s, state = 9
Iteration 3206: c = {, s = ertr, state = 9
Iteration 3207: c = x, s = , state = 9
Iteration 3208: c =  , s = , state = 9
Iteration 3209: c = x, s = , state = 9
Iteration 3210: c = ), s = , state = 9
Iteration 3211: c = ], s = st, state = 9
Iteration 3212: c =  , s = rss, state = 9
Iteration 3213: c = {, s = stsrrr, state = 9
Iteration 3214: c = (, s = , state = 9
Iteration 3215: c = a, s = ts, state = 9
Iteration 3216: c = (, s = , state = 9
Iteration 3217: c = x, s = s, state = 9
Iteration 3218: c = ), s = e, state = 9
Iteration 3219: c = [, s = eteret, state = 9
Iteration 3220: c = {, s = s, state = 9
Iteration 3221: c = ], s = rere, state = 9
Iteration 3222: c = (, s = tt, state = 9
Iteration 3223: c = ), s = retrsr, state = 9
Iteration 3224: c = ], s = s, state = 9
Iteration 3225: c = ), s = , state = 9
Iteration 3226: c = a, s = , state = 9
Iteration 3227: c = ), s = e, state = 9
Iteration 3228: c = }, s = e, state = 9
Iteration 3229: c = x, s = es, state = 9
Iteration 3230: c = a, s = s, state = 9
Iteration 3231: c = }, s = , state = 9
